,B9A064,O00187,O00391,O00533,O14786,O14791,O15230,O43866,O75636,O75882,O76074,O95445,O95497,O96017,P00338,P00450,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P00915,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01033,P01034,P01042,P01106,P01344,P01591,P01597_UNMAPPED,P01621,P01700,P01701,P01717,P01743,P01762,P01764,P01765,P01768_UNMAPPED,P01771,P01772,P01781,P01825,P01834,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02042,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02750,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03372,P03950,P03951,P03952,P04003,P04004,P04070,P04075,P04114,P04180,P04196,P04207,P04217,P04220,P04275,P04278,P04433,P04792,P05019,P05062,P05067,P05090,P05106,P05107,P05109,P05154,P05155,P05156,P05362,P05452,P05543,P05546,P05556,P05783,P06276,P06309,P06312,P06396,P06681,P06727,P07195,P07225,P07357,P07358,P07359,P07360,P07737,P07988,P07996,P08185,P08253,P08519,P08571,P08603,P08637,P08697,P08709,P09172,P09486,P09871,P0C0L4,P0C0L5,P0CG04,P0CG05,P0DJI8,P10599,P10643,P10909,P11021,P11226,P11597,P12259,P12830,P12955,P13591,P13598,P13671,P13796,P14151,P14780,P15144,P15169,P16070,P17936,P18136,P18428,P19320,P19652,P19823,P19827,P20742,P20851,P22105,P22352,P22792,P22891,P23142,P23470,P24592,P25311,P26927,P27169,P27918,P29622,P33151,P34932,P35222,P35443,P35542,P35858,P35908,P36955,P36980,P40197,P40763,P43121,P43251,P43652,P48740,P49747,P49908,P49913,P50991,P51884,P54108,P55056,P55058,P55211,P55290,P61626,P61769,P68871,P69905,P80108,P80188,P80748,P81605,P98160,P99999,Q01459,Q03135,Q03591,Q04756,Q06033,Q07954,Q08380,Q12805,Q12913,Q13093,Q13103,Q13201,Q13790,Q14520,Q14624,Q15113,Q15166,Q15485,Q15582,Q15848,Q16610,Q16665,Q16853,Q58WW2,Q5VWQ8,Q6EMK4,Q6UXB8,Q76LX8,Q7Z7G0,Q86VB7,Q8IU80,Q8NBP7,Q92496,Q92820,Q92954,Q96IY4,Q96KN2,Q96PD5,Q9BWP8,Q9BXR6,Q9H4G4,Q9HBL0,Q9HDC9,Q9NPH3,Q9NPY3,Q9NQ79,Q9NZP8,Q9UGM5,Q9UHG3,Q9UK55,Q9UNW1,Q9UQP3,Q9Y5Y7,Q9Y617,Q9Y6Z7,P01609,P01714,P01719,P01763,P04208,P04264,P07333,P07339,P13645,P32119,P33908,P35527,P39060,P41222,P49327,Q7Z794,Q86UD1,Q99801,Q9H8L6,Q9Y279,P01375,P11717,P12111,P13473,P14625,P18065,P22692,P42345,P02679,P05787,P20702,P36952,P63104,Q02985,Q7Z7M0,Q8WZ42,Q9NZT1,P08294,P09104,P32121,Q15910,Q6UX71,Q96EE4,P27487,Q13822,P35030,P04899,Q9UNN8,P30307,Label
0,12.93140349,8.716288299,9.437194199,8.658316501,8.41759217,10.08155643,10.1604627,10.15465995,10.85997777,11.38692714,10.31617475,11.36590175,9.615374988,6.779822272,8.477010811,10.99273833,9.335066637,12.77995678,10.9968975,11.31773026,10.09103183,11.02223092,10.67296109,10.07407405,11.40770312,10.50556182,12.30220351,8.560900391,11.23176944,10.82368743,11.79663341,13.5095195,11.26793409,12.23595565,11.7641126,9.071260154,11.49612459,12.92355206,8.698314179,10.79629405,11.13947225,12.26235218,12.83610162,8.172420234,10.67129849,9.448575494,11.50641026,11.97933841,9.452872713,9.249523384,8.899106885,11.67238523,13.18805596,9.868480659,10.87600241,13.44571372,11.10636362,13.29380935,11.02762499,9.001860897,13.10053656,12.95458015,12.75521798,9.188164305,12.50556932,12.37990952,13.55723225,14.05047406,15.44050913,11.66159256,12.40361074,10.52833617,8.342535127,13.05517046,10.0317053,10.4205721,10.11075843,11.41648292,13.10130459,12.20087077,10.0674432,12.37955405,11.75739259,11.44160455,11.67319837,12.10699545,12.41141516,12.22954315,13.87129779,11.59344381,12.02225924,10.1137313,10.68238837,11.89440756,11.74772613,10.03431943,11.16079048,11.63700198,12.56625851,10.85418602,8.179959638,11.62867179,10.4485393,11.88956435,9.62985466,14.3879855,11.12012595,9.455694938,9.869994193,10.96637784,10.12108994,8.714475339,7.860037577,8.810655309,11.30995943,8.817946367,8.323493955,9.973334674,10.59960457,11.94534668,11.35896714,7.814390567,11.71165644,11.79936114,12.91553409,8.390057169,10.20246594,11.57366604,11.14996128,11.9820639,12.05707606,11.54551834,12.45114954,7.871059583,11.63977861,10.83215304,10.88811049,10.75619073,11.97219517,8.184813796,8.311312113,10.4859814,11.94681364,8.877998258,8.443612832,10.50681688,12.27762407,8.899947625,11.43405703,9.97591713,9.515293756,9.548356963,11.20702919,11.63223569,11.06422108,10.8860072,14.3636074,9.099957708,9.171162801,11.10911462,11.3547274,9.357940364,10.06642633,9.414348827,9.437728703,9.476591381,9.053840637,9.075799773,9.133110962,11.26622632,8.893395654,10.21041638,9.653221319,9.630500596,11.40290483,10.66907241,10.35869307,9.392600461,6.492256203,9.060439026,13.36420458,12.47525078,11.92993934,10.01220325,11.08471429,8.815238797,11.20054843,12.71535022,9.382390172,9.084149206,9.294048773,9.106216816,12.56450729,9.713057123,11.67671002,9.016083285,12.09300764,10.32960768,10.85022929,8.465240433,8.278044966,11.5239234,11.83362138,10.28486941,12.55560403,11.79103522,9.440562609,9.756578852,9.471660834,10.54644886,12.57764416,10.73281016,8.989339472,10.88987747,9.249498205,12.06613656,12.11709782,11.15943319,11.67559695,9.585542196,9.757107153,8.786130946,10.43018601,9.022100215,9.591611266,9.776020737,11.93739786,8.53877052,10.0423576,6.717218391,8.150873409,7.536477585,7.673334475,12.08403899,11.02968705,10.49940606,10.53942586,9.23077512,11.2560409,9.300958245,8.665311599,8.970989979,9.310873307,9.871928322,10.70738441,10.02682022,12.37031076,8.749870042,8.049793871,10.05371154,9.290284321,7.871117619,9.412608951,9.044938043,9.240017961,9.291796188,7.450386666,9.222869419,10.60675502,8.768126819,8.088824734,7.177527722,9.210254383,7.864409785,10.36931902,9.428995894,9.500642762,12.13925376,10.0778289,11.63181083,8.593471236,9.099165015,9.796021602,12.13903211,9.760941524,10.33391467,8.521313773,9.512974767,10.14952255,10.77730794,9.294172461,10.5970118,8.933216523,9.763811096,9.856336484,7.196994412,9.099809455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No Cancer
1,14.63739928,8.038761609,9.295620541,8.512998908,8.201192373,11.01408011,1,8.611988486,10.16189465,10.76880711,1,10.62691983,7.620841161,1,8.927628493,10.6055136,9.136073538,12.32776383,11.03521879,12.61110125,11.37113015,11.2573579,10.59365885,9.549550271,11.58582214,10.44597255,11.70739909,8.803412195,11.57249954,11.10446343,12.05464447,13.8479151,11.60397601,11.88422287,11.48345395,1,11.49082502,12.54967515,8.114658699,10.7823339,9.724517766,12.29130123,12.48266278,8.786306516,11.35396366,10.89991763,10.97279091,11.27888034,10.61905468,1,9.278575165,12.02155055,13.27784681,9.892289372,10.9292022,13.13613334,11.75539777,13.0333319,10.25723945,10.5737142,11.21186206,12.54380125,10.97657672,8.750283218,11.37034894,13.19738271,12.05098214,13.71364122,15.45809342,12.50781226,13.4948356,9.687764428,12.08330702,12.91619105,9.706616467,10.31152885,10.04057677,11.95995186,11.73734798,12.47526251,10.27291793,12.72587672,11.60457521,13.48392539,11.1013448,12.11119236,12.40144181,12.17485332,12.09387293,10.90679078,11.88645037,8.690898994,11.26949675,12.0475009,1,10.19038102,10.98098133,11.8835434,12.56315519,10.42020252,1,11.55648636,10.62334813,11.27261299,9.408488081,13.77816803,1,10.47029774,8.297902181,10.71746234,1,8.107020944,9.493158317,1,11.42689426,1,1,9.460904951,10.58780234,11.57246138,10.89134183,8.158719544,10.8615439,11.17036965,12.53584892,1,9.953475937,10.9730009,12.37496324,11.67808693,11.16581354,11.34296385,12.32424903,8.243938516,11.88978487,10.51151132,10.7743611,9.03170458,11.65565606,1,8.823659969,8.90460033,11.70439195,1,5.778456702,11.18075918,12.16232926,1,11.46998967,10.05879419,9.043692365,8.925025114,11.37310316,11.12906159,10.91138153,10.06849751,13.81272417,13.12520945,8.580350861,11.22910226,11.43891513,1,1,9.409240178,9.088872567,9.038463752,9.02678214,9.004115695,7.664821375,10.95418169,8.963707896,9.618797491,8.28894705,8.95925014,10.267886,11.14071536,10.23145193,7.829228957,10.66607714,9.304068102,15.17270668,12.13751187,11.49262854,9.237246086,11.45261751,7.767249134,11.07458697,11.73186392,9.02012822,9.192593442,8.997836321,8.966001337,12.96347635,9.531576128,11.02308647,9.444591534,11.86840668,9.533392968,10.65512774,8.701230044,1,10.80638257,11.66759792,9.976510476,12.71691478,11.80452252,8.78299088,1,1,10.40051034,11.89909741,10.13903888,8.569946868,10.521692,1,11.78122765,10.91137362,9.648443351,10.8526874,9.649382848,1,1,11.49392886,9.745407844,10.15969378,9.864830322,11.19880704,1,10.25475608,1,1,1,7.183129319,12.47134569,10.91817712,9.49696607,10.5726401,1,10.11138968,9.698370175,1,1,8.218675837,7.909608924,10.3839815,10.25076968,11.87029699,9.233834246,7.262974614,11.04236018,9.746437804,1,10.61206582,9.392588385,1,1,1,9.070871753,9.775874361,1,1,9.347005389,9.318371578,8.727059074,10.82947395,8.759911173,9.816013253,11.46428765,10.22811963,10.96343795,1,8.496205249,1,12.40183981,10.22298014,1,1,9.019921465,10.28299806,10.63816234,9.836089422,10.393206,9.634189571,1,10.03865689,1,9.253151586,9.261149828,9.448224156,10.60336956,9.232488076,8.051148641,10.13706479,9.866646621,7.566577676,9.258857566,9.061516413,9.674656971,9.748264384,8.963097483,8.405326863,10.98654842,11.53377285,9.791872948,11.78738992,9.542477595,8.290391376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre
10,12.66556959,9.126519447,9.506684175,8.843281007,1,10.01467279,1,8.761625006,10.93267831,11.49470652,10.0761572,12.01058936,8.659828615,1,8.932458515,10.05743176,8.968459566,13.00398309,10.99160308,11.72638106,9.863631179,11.2158752,10.99533046,9.813338897,11.77439519,9.700172256,12.02831749,9.408593835,12.02185357,10.86673097,11.72886345,14.13916026,12.12707159,11.97016982,11.87686553,9.373451301,11.46734094,13.10952748,8.061198274,10.31854546,9.044966854,11.09911745,11.5809487,8.315333888,9.506756923,8.236061109,9.589989005,10.30566137,9.342703676,1,8.693772265,1,12.02311582,7.927270999,1,11.70498516,10.58376799,11.56270347,9.386543303,8.984197161,10.89590812,11.38348772,10.77532018,9.956589364,12.46760543,13.40645321,13.50256535,14.19524586,15.24752079,11.490617,13.01516402,9.550536649,7.410108399,13.66325919,10.30336994,10.33771383,10.53764042,11.87688689,13.29321661,12.32519613,9.341454488,12.92418337,11.80448952,11.770565,11.86244279,12.16203757,11.33857953,12.72010799,13.86194973,10.55519154,12.09978037,8.484198688,11.53261686,1,1,10.11907458,11.5764235,12.14236873,12.17171848,10.75400206,1,12.49955911,10.33008211,12.43765412,1,14.42082205,1,9.250399843,10.33739893,9.889065463,8.386751928,1,1,1,11.71242422,1,9.990218084,9.800352343,11.24766089,11.83431675,11.09584748,7.154307678,12.10263877,11.89938848,12.64366346,8.253157726,10.93228864,11.32905137,9.481501931,9.729144205,12.50431283,11.76443321,12.83622836,8.30545784,12.13334326,10.62195531,10.82147565,10.47187665,11.66043131,7.311422085,1,10.68090996,12.0621836,8.944708254,7.48509501,10.98154815,12.13052696,1,11.5797231,9.698791134,9.258469251,9.530856214,11.15452563,11.62649598,10.9856256,9.380313581,11.16711061,10.10726066,9.385273399,11.31731335,11.72852995,8.697542636,8.736943913,8.821536195,9.336642525,9.85942221,9.083939662,9.477325203,9.465721805,11.45996959,8.676710968,10.05477465,8.884973544,9.003428704,11.68357862,10.98872861,9.59181333,1,9.497179777,9.271209095,13.97515926,12.59351631,11.8266681,10.69746824,11.55964409,8.488487697,11.26617931,12.65730479,8.44202743,9.612256235,8.81391351,1,13.35941485,8.971475757,11.6875782,9.504083959,12.18564489,10.0905355,1,7.912406376,7.697304607,11.30737796,11.15089183,1,12.64870255,12.35556346,9.642279076,10.13971973,9.312651171,10.74936363,11.77356557,10.6904637,8.680564448,10.72449235,8.964972945,5.680632409,12.20182256,10.77861589,8.939217375,10.11372991,7.600802239,9.241367149,11.2240666,9.770715217,10.94154608,10.91903886,11.52884218,8.392127054,9.33960119,1,8.612784405,1,1,1,11.47106698,10.49329152,10.65519159,1,10.02293386,9.479045896,8.185513185,1,9.03958345,9.280466601,11.08403557,10.22673698,12.3060723,9.192491079,8.299544269,10.542054,9.414056932,9.584707914,10.14206577,1,9.666754497,1,7.319247785,9.268231155,10.57709542,8.354867995,1,8.168778667,9.583077559,8.260208502,10.12878707,9.129613448,9.250964496,12.2834525,9.192838886,11.8359911,1,9.84003191,1,13.35068076,9.780525074,10.84458566,8.98307911,9.608354959,9.971328977,10.63863057,9.64683454,10.46149555,9.672246806,9.306895302,10.16268927,10.39017366,9.32945633,9.52660524,1,7.379324139,1,1,1,8.370989371,7.661195541,6.62872233,8.245922498,9.728165449,1,1,9.260334613,10.12614463,1,1,12.51445282,9.125554559,1,10.60128266,6.956975429,8.938475225,8.922386917,8.459178107,9.700462308,9.91720164,11.51131152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pre
100,12.24445137,9.316694809,8.933570083,8.19037211,1,9.890265952,10.73554672,8.840385911,10.78772157,11.11019399,9.829496013,11.58976559,8.556280352,1,8.713776072,10.82615447,7.998004696,12.62425151,11.02790782,10.45741144,9.560429936,10.01023188,10.62170115,9.717721435,11.75097626,10.75246797,11.93224162,11.00326468,11.27398528,11.3637643,11.51218778,13.13067246,10.671748,11.82921012,11.56853019,9.381195771,11.01401708,12.48151748,8.626775456,10.16131002,8.956280464,8.957807282,9.212262908,1,1,1,1,8.538362006,1,1,1,1,10.53344728,1,1,9.120018325,7.679131313,9.363138609,7.756497855,1,10.42402622,9.150534697,1,11.46179911,12.61429815,12.38025149,13.46936684,13.97531609,14.09453212,10.58898638,10.86195241,8.25500244,9.078265611,13.1656605,11.04110608,11.02246897,10.92026425,11.64520422,12.44197129,12.26894112,9.711930259,12.1359867,11.45343127,11.97822456,11.35044285,11.42631433,9.282409063,11.95465497,13.41722252,11.47556374,11.01649771,10.26972721,11.20915241,9.71477471,1,10.27679052,11.10955136,11.48639459,12.25414819,10.36836342,1,11.51369676,9.943254754,11.82781238,1,13.58631731,1,9.298662736,9.212869158,8.7162695,1,9.253802683,10.18397968,1,11.69873635,10.5023715,7.102175716,11.12877422,1,11.58512251,10.81275421,8.105974109,11.12570543,11.68199582,12.09287412,1,10.48332587,11.31983573,1,9.041530169,11.54922138,11.23486302,12.52342552,8.350175794,11.79652073,10.56179037,10.85003524,9.852837406,11.83442883,1,1,9.650052286,11.51262761,1,7.707115798,9.643659871,12.04515968,9.623681092,11.06592148,8.832724699,9.505533738,9.407979389,11.17300629,11.62678755,10.77173533,7.574903319,8.902854291,9.962685485,1,10.94911717,11.47464477,8.860485989,8.649772984,1,9.362211229,9.52826976,9.20029689,8.173812629,1,11.09784425,8.559516547,9.761823798,10.15026294,9.752702465,11.26645056,10.80903307,10.21923885,1,8.528361657,1,14.3608235,12.24020785,11.51680398,9.041059365,11.25647777,1,10.77362305,12.27691702,10.0465298,9.504512743,8.110598214,1,12.21812278,9.362829007,10.79007287,10.0135014,11.27136968,9.261872033,1,9.643800308,6.989760485,11.57933353,11.67623975,8.33780335,12.13108951,11.15344348,9.208941948,1,1,10.25011261,11.87309844,10.40909778,8.556640822,10.82152012,9.03259323,12.28320031,11.50132357,10.1433577,1,9.833605166,9.449060749,8.61441995,10.19687231,9.065509413,12.52502896,12.48752005,11.71542982,7.647473359,7.520043557,9.089247583,1,1,8.216204431,1,10.72974954,9.996128121,10.82632456,1,9.905712094,9.1388087,10.97248727,1,9.316640679,8.881869046,11.12170378,10.12219257,11.93579751,1,8.509930705,10.09442165,9.00018224,9.171409225,8.746922168,1,1,1,1,8.769087541,1,8.853145143,8.315887522,6.834517975,9.586972295,8.740840303,10.63954264,9.076855853,9.639177575,11.76261268,10.04285297,10.90727677,8.619674277,9.366107721,1,12.38389361,10.0668053,1,1,9.71991664,9.923972799,10.49707242,9.546398834,11.16634695,8.045502869,1,9.749482955,7.500887061,9.479117239,1,1,1,1,1,9.046001285,8.398959199,1,8.230822165,11.0558169,1,9.065349939,1,1,10.9065163,10.95041167,1,1,9.882800477,8.611965536,1,1,8.643941479,1,1,8.631198627,1,11.57992137,8.47747626,9.186594481,8.458828082,10.66981571,6.384228652,9.631622913,6.670292709,8.385590293,9.913651489,1,1,1,1,1,1,1,1,1,1,1,1,Post
101,16.07406337,8.779699091,9.277261102,8.762273662,1,9.875731083,10.55385867,10.05544428,10.86311945,11.41267056,9.6279616,11.81920334,1,1,1,11.38211296,8.046604708,12.72445745,11.43161218,11.73374415,10.59799374,11.32929246,10.96073077,10.46105449,12.19669181,10.28082708,12.44732433,8.928244627,12.50215107,12.00186984,12.09587751,13.69554068,12.23265563,12.62477179,12.2222053,8.320257924,11.49725255,13.29053731,1,10.97141251,10.99840503,12.99913317,13.88699296,7.796081503,10.69762231,10.51312708,12.49811391,12.46765614,11.59464966,8.829983605,8.938556945,12.43408961,13.9109139,9.760516343,11.56990537,14.30167723,12.07751894,14.35947558,10.61864832,13.12448645,13.05769061,14.43312638,12.29173511,9.014050152,13.10211008,13.71418716,14.28465949,14.94468991,15.28203819,11.15420725,14.07200186,1,9.507195881,13.52096024,10.87194927,10.95655233,10.8040153,12.56678727,13.28550351,12.70872175,10.49757159,13.52408502,12.15569362,12.10986026,12.63920613,12.32556244,12.39132989,12.69689994,14.27525079,10.95294945,12.26507203,1,11.72129278,10.69096901,1,10.03099558,11.64180537,11.9871925,13.0195656,10.27131457,8.795238507,12.09488765,10.18700792,12.72585537,10.65303261,14.77070163,9.605259724,10.00163158,9.975104018,11.98334009,1,8.870817649,1,1,11.5351123,10.10790945,9.034433107,9.378120275,10.56190553,12.18132689,11.02295711,7.78456582,11.98270163,12.00599874,13.49707775,1,1,9.143550137,12.88141191,11.85800788,12.41878825,11.85292363,13.14007822,8.441266887,12.09692861,10.79666906,10.96794757,10.3870915,11.82435421,1,1,10.68150692,12.33186604,8.132122581,6.226464733,10.69030973,12.3997446,10.43843308,11.64183351,9.702567379,9.278927445,9.606974694,11.61091173,11.44932228,10.98847578,11.27528616,13.0564475,9.928448233,9.119426884,11.68023708,11.90762659,8.151247621,8.791871557,9.456774797,9.141319352,9.357444045,8.964503451,8.327127363,9.444590682,11.57666884,8.903376929,10.75923905,7.914366564,9.03146933,11.7812511,10.71133013,10.43591654,10.7244228,8.452327772,9.528126946,14.59067419,13.04417004,12.305725,8.852199523,11.11798727,8.557963427,10.70064571,12.83028985,9.494045139,9.35694035,8.856610746,9.04570817,13.58506564,9.697249594,11.80821652,9.146747294,12.13066941,10.24334368,1,8.128773159,7.90882956,11.01281043,11.90790412,9.446391846,13.02462863,11.29410736,9.430762787,1,1,10.66217974,12.29834386,10.50532561,8.905166812,10.62915238,8.784150498,12.97590745,12.2623734,10.71052387,1,9.858730726,8.326741963,1,10.79083383,10.08092939,10.02873853,9.77984251,11.96673405,8.220337855,11.50806304,7.649655704,1,1,8.07488474,11.51537942,10.55025219,10.5719958,10.97562319,9.774613606,10.5608218,9.667452015,7.269037243,1,10.00010594,9.449426453,11.41827877,10.09398428,12.40635447,9.571453476,8.435941787,10.63728722,9.312152738,10.43963259,9.558457044,1,9.217895925,1,1,9.416044107,9.987696614,8.032158088,1,8.356528017,9.366160236,6.567598661,8.552293745,8.870278163,8.929127515,12.29434832,10.35118069,11.30863577,1,9.167932393,1,1,10.46606704,1,1,9.46600306,10.44639931,11.15843673,9.570582988,10.08869066,8.794012509,1,9.848025985,1,9.267436856,9.484688163,1,11.29832391,9.499752561,7.969567644,9.975497203,9.104995785,7.745903749,9.244564213,1,8.276991014,9.36520832,9.061203784,8.777428297,1,11.36823317,9.194550322,11.81854168,9.836977531,1,10.27714,1,7.701633483,1,1,1,8.981382948,11.65181348,9.506228495,1,1,1,1,1,1,8.979781919,1,9.37570949,10.91915765,10.39022343,9.783826719,8.365327805,8.625005528,1,1,1,1,1,1,Pre
102,10.84392054,8.426079177,9.404028263,1,1,9.288775863,1,8.007905271,10.19725397,10.52869372,1,10.60852084,8.291874687,7.536495474,1,10.44321777,1,10.96881226,10.44743248,7.221563177,9.07650784,8.977507737,8.985141705,8.759530538,10.83411594,9.11475463,11.08193219,9.866878152,11.41311342,9.886426198,11.1888715,12.97014537,12.8395663,11.37662574,11.01636097,1,9.229058704,11.94817593,1,10.54833707,9.255663563,10.99359691,10.84824587,7.708781374,8.474334382,9.385722347,10.51506962,11.47459396,8.917260505,1,1,1,12.33778672,1,8.885709791,11.61489853,10.04409064,11.53758177,9.662980858,8.581165233,10.59690463,12.52383428,10.99114376,1,11.59066889,11.57345627,11.93623712,12.56563562,13.68703333,9.507007317,11.05570054,9.849054783,9.201084023,11.40714744,9.752812787,10.22086688,9.974249695,10.91108334,10.62945465,11.04286653,9.197905019,11.09857234,10.84521629,10.41404626,11.17664587,11.40106516,11.99367256,11.82536985,11.07769237,9.202263439,11.352838,9.236079737,10.6172471,12.3924588,1,9.529476654,10.47560766,10.05488221,11.76687866,9.299314366,9.44804643,11.5163041,9.723326984,11.15374228,9.467636357,13.51098845,1,9.892025005,9.21462791,10.18475468,1,6.434215322,11.18991511,1,10.86129961,9.48485054,1,1,10.12520293,10.60725645,10.31840683,8.613336721,10.92728166,11.30317362,11.08336883,1,1,10.82427109,11.12409072,10.13300518,10.90270228,10.8882953,11.05567322,8.56317043,9.669701776,9.699345907,9.673136166,9.049011,10.85444871,1,1,8.613743608,11.5252582,1,9.439798398,9.839124148,11.08593294,10.7876431,10.85785034,1,10.11269782,8.981416474,10.56546744,10.62160406,10.3539164,11.22466433,13.12851854,1,1,11.30161246,10.27150717,1,1,1,8.581478569,9.182919527,1,8.853788968,8.87904506,10.72483874,9.419631666,9.678578643,8.588325945,9.490811152,10.78819119,9.898742718,9.796689676,1,8.147279301,9.158147882,13.0058275,11.52861185,10.90255482,10.95654205,9.858512412,9.133218556,11.0005312,11.89359749,1,8.994333018,7.984369257,1,11.23662454,9.208900026,10.1908286,8.916404782,11.47207592,9.316657585,10.56529297,8.432926995,1,9.477553223,11.14357213,10.68814765,11.25332766,9.929674104,1,1,1,10.19587305,11.76295877,10.02025074,7.19121103,10.55574459,1,10.03024225,11.0480528,9.901795672,1,9.703942465,1,1,10.51387022,8.915211601,9.49130033,9.683194019,10.6502091,1,9.65549051,8.294905443,1,1,1,1,1,9.375675129,10.1029827,1,10.47169904,8.750870814,11.91777492,8.419969535,9.227366289,1,10.7328239,9.545941671,11.28572454,1,1,9.73154064,9.416424713,9.279171513,10.02360822,1,9.821791294,10.05688175,7.393618232,7.955569701,1,8.871637717,1,1,9.740358159,1,8.487137516,1,8.448161382,11.39894985,9.594760044,10.49690168,1,1,1,11.51323435,9.088842418,1,1,8.170392688,10.02325518,9.723745644,9.255687448,9.700963066,9.130777992,1,9.202730829,8.955798254,9.503339605,1,9.189335457,1,1,1,8.006473554,1,1,1,8.971359317,1,8.095617015,1,1,1,1,1,1,9.226494046,1,1,1,1,1,1,1,1,1,1,9.875412045,9.318302157,1,1,1,1,1,1,1,1,1,1,8.020379334,1,1,1,1,1,1,1,Control
103,15.54367033,8.818200307,8.782102221,8.829569925,8.221540774,10.67277495,1,10.81282287,10.76834137,11.0198785,10.03170477,11.44715994,1,8.613380605,1,10.42108789,8.629460404,12.33098218,10.73973363,11.4382711,10.06422282,10.85730274,10.86760326,9.538949282,11.7042908,10.15363354,12.03936672,8.393490814,10.98224783,10.47400532,11.05780877,12.94411821,11.29279599,11.81564371,11.2654656,8.7619783,9.952745766,12.66193691,9.438791027,11.0286785,11.93290728,12.66399288,13.93856417,8.133357642,11.98267931,11.0166114,11.85771518,13.2410943,10.85704116,10.31374724,9.626463573,13.27003775,14.70377756,10.98008701,11.06406372,14.2662698,12.20916339,13.86487686,12.08445506,10.41435374,14.07023635,14.33396786,12.77802878,1,11.90680787,12.83209465,13.67895836,13.79085207,15.40188542,11.85635413,10.76613391,1,8.134882886,12.99494994,9.878134801,10.12636276,10.09088805,10.21211153,12.83776378,11.79302972,10.63200157,12.30804365,11.24709693,11.84588374,11.46364914,12.00567304,13.09340533,12.06159275,13.32453835,10.99841174,12.50143157,1,11.05387231,12.95374946,1,10.01282564,11.07073434,11.50538331,12.58721249,10.43259797,1,12.05803638,9.961868004,11.70416494,11.50621371,13.76311015,11.9870299,8.865601725,8.384163015,12.06510027,1,9.1066179,8.554217326,1,11.0762599,1,1,1,10.57234714,11.58009488,10.84613581,8.009901925,11.26662659,10.84819654,12.22189675,1,10.29907047,10.9155586,13.03430776,12.32444021,11.43517984,11.24969361,11.35139862,7.977583942,11.6467756,10.28240033,10.73180452,9.548642683,11.49255509,1,1,9.441233883,11.82533612,1,6.693887887,10.33402451,11.64544992,9.370963601,11.15695606,9.23282076,10.23267906,9.322692073,11.00211808,10.57697274,10.54983069,11.5085182,14.81905706,9.318923335,1,10.67941622,11.31106341,1,1,1,8.883456865,8.874653695,9.134310549,8.661607801,8.445871992,10.96484829,7.867706619,9.355702753,1,8.552311981,10.96827999,9.961286271,10.32079869,11.5011938,9.518187336,1,14.04414982,12.12131571,11.58386455,7.275824811,11.06429374,8.132420559,11.04643107,12.17597767,9.463046105,8.967070969,7.799281829,1,12.35540437,9.41145597,11.67387998,8.495596586,11.93528172,8.952477859,5.555694917,8.791099082,1,10.66588977,12.1026092,10.906097,12.2998946,9.820248243,9.233464237,1,1,10.37516339,12.15298916,10.46605826,8.531170853,10.53365831,9.004849944,10.2369017,11.50910006,9.670159313,10.98065652,9.310000461,1,1,9.666115545,8.672530475,9.158596387,9.368934805,11.43819753,1,11.57031072,7.590596626,1,1,1,12.66753017,9.71471909,9.982909457,9.823382059,1,10.42810822,8.960401241,8.758342947,1,8.877776353,9.156787851,10.42941707,9.717970469,12.00953355,8.997014867,9.222212311,10.40145177,9.750311628,1,9.88638796,9.277062094,8.824044962,1,1,8.939047175,8.428892376,8.79100471,1,7.758086642,8.787680854,8.463637912,9.227870757,9.338817762,9.52656708,11.9010408,10.10889044,11.18985325,1,8.316097124,1,12.36186407,9.437007296,1,1,1,9.569608446,10.67895777,9.998996034,10.57680251,8.909884768,1,9.577717847,1,1,9.522090522,10.73750015,11.25237984,9.986469816,6.525990901,9.7434337,1,8.12004818,9.049812478,1,1,9.406359494,1,7.7793156,10.70677185,11.21154291,1,1,9.592729507,7.833802498,1,7.605967427,1,1,1,1,1,11.61615235,1,1,9.967716065,1,1,1,1,1,1,1,1,1,1,1,1,6.779343951,8.340445702,1,1,1,1,Control
